name,observer,sell_rank,price,features,rating,nb_evaluation
ESI eXtra 10,            ,                8            ,    57,"Consists of headphones and modelling software,Recreates the acoustic environment of a recording studio control room in the headphones and corrects the frequency response,Software can be used as a plug-in in the DAW or as a stand-alone version,Dynamic, semi-closed monitoring headphones in studio quality (can also be used without modelling software),Impedance: 32 Ohm,Sensitivity: 94dB SPL,Frequency response: 15 - 29000 Hz,With 3.5 mm stereo jack incl. screw adapter to 6.3 mm stereo jack,Cable length: approx. 2.5 m,Includes dSONIC Realphone ESI Edition modelling software (download licence),Supported formats: VST2 / VST3 / AU / AAXnative,System requirements: Win7 or higher, Mac OS X 10.9 or higher, Internet connection",4.3,6
Avantone Mixphones MP-1,            ,                124            ,    198,"Fermé,Circum-aural,Transducteurs 50 mm,Impédance: 16 Ohm,SPL: 113 dB,Bande passante: 18 - 25.000 Hz,2 câbles amovibles: 1 x droit de 3 m, 1 x torsadé d'env. 1 m,Adaptateur vissable 3,5/6,3 mm,Poids: 550 g,Trousse incl.",4.3,12
Tascam TH-06,            ,                30            ,    75,"Reproduction améliorée des graves,Fermé,Circum-aural,Oreillettes pivotantes à 180°,Transducteurs de 45 mm avec aimants en néodyme NdFeB,Serre-tête stable, flexible et léger en manganèse,Bande passante: 10 - 26000 Hz,Puissance admissible max.: 1850 mW,Puissance nominale: 320 mW,Impédance: 45 Ohm,Sensibilité: 94 dB (± 3 dB),Câble d'env. 3 m,Fiche mini Jack stéréo 3,5 mm plaquée or avec adaptateur vissable 6,3 mm,Dimensions: 160 x 200 x 80 mm,Poids: 310 g",2.7,2
beyerdynamic DT-100/16-B,            ,                127            ,    155,"Fermé,Dynamique,Circum-aural,Impédance: 16 Ohm,Bande passante: 30 - 20.000 Hz,SPL max.: 94 dB,Câble de 3 m avec fiche Jack stéréo 6,3 mm - K100.07-3,0m,Poids avec câble: 414 g,Poids sans câble: 343 g,Couleur: Noir",4.3,7
Ultrasone Signature Natural,            ,                85            ,    645,"Série Signature,Technologie S-Logic 3,Blindage ULE,Dynamique,Fermé,Circum-aural,Transducteurs de 40 mm en mylar/titane avec ailerons double déflecteur (DDF),Aimants NdFeB,Bande passante: 8 - 40.000 Hz,Impédance: 32 Ohm,Niveau de pression acoustique: 98 dB,Coussinets d'oreille et d'arceau en cuir artificiel végan,Poids: 310 g,Câble torsadé de 3 m avec Jack TRS 6,35 mm, câble de 1,2 m avec mini Jack TRS 3,5 mm, câble droit de 1,2 m avec micro, boutons de commande et mini Jack 3,5 mm, deuxième paire de coussinets et boîte de transport de haute qualité incl.",,
Austrian Audio Hi-X55,            ,                79            ,    296,"Closed studio headphones,Circumaural,Metal hinges and temples for maximum durability,Foldable for easy transport,Frequency range: 5 to 28,000 Hz,Sensitivity: 118 dB SPL / V,Total harmonic distortion (@ 1 kHz): <0.1%,Impedance: 25 ohms,Detachable cable, length 3 m,Connector: 3.5 mm including adapter to 6.3 mm,Dimensions: 300 x 170 x 85 mm,Weight (without cable): 305 g",4.3,46
beyerdynamic DT-100/400-B,            ,                122            ,    149,"Fermé,Dynamique,Circum-aural,Impédance: 400 Ohm,Bande passante: 30 - 20.000 Hz,SPL max.: 94 dB/IEC,Câble de 3,15 m - K100.07,Poids avec câble: 414 g,Poids sans câble: 343 g,Couleur: Noir",4.2,10
Superlux HD-662 WH Evo,            ,                126            ,    33,"Dynamique,Circum-aural,Fermé,SPL max.: 98 dB,Impédance: 32 Ohm,Bande passante: 10 - 30.000 Hz,Puissance admissible: 200 mW,2 câbles (1 x 1 m et 1 x 3 m) avec fiches mini Jack stéréo 3,5 mm incl.,Poids sans câble: 286 g,Couleur: Blanc,Trousse de transport, adaptateur 3,5/6,3 mm et paire de coussinets en velours incl.",4.2,60
Ultrasone Signature DXP,            ,                19            ,    498,"S-Logic Plus technology,50 mm Driver (mylar),Magnet NdFeB (neodymium),Closed,Circumaural,Dynamic,Impedance: 32 ohms,Sound pressure level: 115 dB,Transmission range: 5 - 30,000 Hz,ULE technology (ultra low emission),Removable cables,3m Spiral cable with gold-plated 6.3 mm jack plug,1.2m Straight cable with gold-plated 3.5 mm jack plug,Weight without cable: 290 g,5-Year manufacturer's warranty",5,3
Superlux HD-662 B,            ,                109            ,    32,"Bon rendu des basses,Fermé,Dynamique,Circum-aural,SPL max.: 98 dB,Impédance: 32 Ohm,Bande passante: 10 - 30.000 Hz,Puissance absorbée: 300 mW,Câble de 2,5 m avec fiche mini Jack stéréo 3,5 mm,Poids avec câble: 298 g,Poids sans câble: 252 g,Adaptateur 3,5/6,3mm et trousse incl.",4.3,123
Fostex T50RP-Mk3 Headphone,            ,                102            ,    159,"Idéal pour le mixage et le monitoring,Semi-ouvert,Orthodynamique,Circum-aural,Impédance: 50 Ohm,Sensibilité: 92 dB,Bande passante: 15 - 35.000 Hz,Niveau d'entrée max: 3000 mW,Poids sans câble: 315 g,1 câble de 1,2 m avec fiche mini-jack stéréo 3,5 mm et 1 câble de 3 m avec fiche jack stéréo 6,3 mm inclus",4.5,29
beyerdynamic DT-250/250,            ,                99            ,    198,"Fermé,Dynamique,Circum-aural,Aimant néodyme,Impédance: 250 Ohm,Bande passante: 10 - 30.000 Hz,SPL max.: 100 dB,Câble torsadé avec fiche mini Jack stéréo 3,5 mm,Adaptateur 3,5 / 6,3 mm incl.,Poids avec câble: 344 g,Poids sans câble: 242 g",4.4,25
Superlux HD-669,            ,                86            ,    32,"Ideal as stage monitor and in the studio,High external noise reduction,Linear response with defined, powerful bass,Circumaural,Closed,Dynamic,Neodymium magnets,Peak SPL: 98 dB,Impedance 56 Ohm,Frequency range: 10 - 30,000 Hz,Power capacity: 200 mW,Detachable cable,1 m and 3 m cables with 3.5 mm stereo jack,Weight with cable: 300 g,Weight without cable: 244 g,Includes: Carry bag and 6.3 mm stereo jack adaptor",4.2,275
Austrian Audio Hi-X50,            ,                103            ,    245,"Fermé,Supra-aural,Charnières et serre-tête en métal pour une durabilité maximale,Pliable pour un transport facile,Bande passante: 5 - 28000 Hz,Sensibilité: 118 dB SPL/V,Distorsion harmonique totale (à 1 kHz): < 0,1%,Impédance: 25 Ohm,Puissance admissible: 150 mW,Câble amovible de 3 m,Fiche mini Jack stéréo 3,5 mm,Dimensions: 300 x 170 x 85 mm,Poids sans câble: 280 g,Adaptateur Jack 6,3 mm incl.",5,1
Shure SRH940,            ,                94            ,    212,"Closed-back,Circumaural,Dynamic,Neodymium magnet,Nominal impedance: 42 Ohm,Max. input level: 1000 mW,Frequency response: 5 - 30 000 Hz,SPL: 100dBV,Folding head band,Single-sided cable connector,3 m spiral cable,2.5 m straight cable,With 3.5 mm jack connector,Weight with cable: 362 g,Weight without cable: 322 g,Incl. Screw-on 6.3 mm jack adapter, replacement ear polsters and travel bag",4.2,71
Aiaiai TMA-2 Modular All-Round Preset,            ,                150            ,    139,"Son équilibré, adapté à tous les types de musique,SPL max: 117 dB,Impédance: 32 Ohm,Unité de haut-parleurs S01 avec transducteurs 40 mm en néodyme,Coussinets E01 en microfibre,Serre-tête H01 en polycarbonate avec rembourrage en mousse PU,Câble droit C01 de 1,2 m avec microphone, télécommande à 1 bouton et fiche mini Jack stéréo 3,5 mm",4,4
Mackie MC-350,            ,                105            ,    177,"Fermé,Bande passante: 20 - 20000 Hz,Impédance: 32 Ohm,Transducteurs de 50 mm,SPL: 97 dB,Bandeau réglable de haute qualité en cuir,Coussinets en mousse à mémoire de forme,Câble interchangeable de haute qualité avec connecteur à baïonnette verrouillable,Câble droit revêtu de tissu de 300 cm incl.,Câble torsadé de 122 cm incl.,Câble droit de 122 cm avec commande téléphonique et microphone incl.,Adaptateur 1/4"" plaqué or,Poids: 370 g,Couleur: Noir,Trousse incl.",5,4
Audeze LCD-2 Classic Closed New,            ,                42            ,    888,"Fermé,Circum-aural,Sensibilité (1W/1mW): 97 dB,Aimants en néodyme (N50),Impédance: 70 Ohm,Bande passante: 10 - 50000 Hz,Coussinets sans cuir et serre-tête avec suspension en acier à ressort,Câble de 1,9 m avec Jack 6,3 mm/mini XLR 4 broches et coussinets en cuir artificiel incl.",,
Sennheiser HD-300 PROtect,            ,                83            ,    225,"La technologie ActiveGard protège contre les crêtes de volume supérieures à 110 dB,Fermé,Circum-auriculaire,Impédance : 64 Ohm,Niveau de pression acoustique nominal : 108 ±3 dB SPL / 1 V RMS / 1 kHz,Réponse en fréquence : 6 - 25000 Hz,Facteur de distorsion: < 0,1 % à 1 kHz,Niveau de pression acoustique limite : 100 dB,Puissance nominale : 500 mW,Force de traction : 6,0 N ± 0,75 N,Câble de 1,5 m avec fiche mini-jack 3,5 mm que d'un côté,Poids sans câble : 297 g,Livré avec adaptateur jack 6,3 mm",4.9,10
Adam Studio Pro SP-5,            ,                93            ,    629,"Développé en coopération avec Ultrasone,Technologie S-Logic Plus,Transducteurs 40 mm plaqués or,Technologie ULE (blindage magnétique),Fermé,Dynamique,Impédance : 70 Ohm,Réponse en fréquence : 8 - 38 000 Hz,Sensibilité : 95 dB,Poids : 290 g,Livré avec boîtier robuste, câble en spirale de 3 m (avec fiche jack 6,3 mm) et câble droit de 1,2 m (avec fiche mini-jack 3,5 mm)",4.5,14
KRK KNS 6402,            ,                132            ,    89,"Fermé,Circum-aural,Dynamique,Transducteurs de 40 mm,Impédance: 36 Ohm,Bande passante: 10 Hz - 22 kHz,SPL max.: 95 dB (1w/1m),Puissance admissible: 500 mW,Atténuation du bruit extérieur jusqu'à 26 dBA,Coussinets d'oreille en mousse froide,Câble amovible de 2,6 m avec fiche mini Jack stéréo 3,5 mm et adaptateur Jack stéréo 6,3 mm,Dimensions: 245 x 268 x 94 mm,Poids sans câble: 202 g,Sacoche et chiffon de nettoyage incl.",,
AIAIAI TMA-2 Modular dj Preset,            ,                11            ,    189,"Idéal pour les performaces live et le DJing,SPL max: 117 dB,Impédance: 32 Ohm,Unité de haut-parleurs S02 avec transducteurs 40 mm recouverts de titane,Coussinets E02 en polyuréthane,Serre-tête H02 en nylon,Câble torsadé C02 de 1,5 m avec fiche mini Jack stéréo 3,5 mm et adaptateur 6,3 mm",4.7,17
Superlux HD-662,            ,                50            ,    32,"Fermé,Dynamique,Circum-aural,SPL max.: 98 dB,Impédance: 32 Ohm,Bande passante: 10 - 30.000 Hz,Puissance absorbée: 300 mW,Câble de 2,5 m avec fiche mini Jack stéréo 3,5 mm,Poids avec câble: 292 g,Poids sans câble: 245 g,Adaptateur 3,5/6,3 mm et trousse incl.",4.2,351
Shure SRH1540,            ,                82            ,    438,"Fermé,Dynamique,Circum-aural,Transducteurs en néodyme de 40 mm,Impédance: 46 Ohm,Puissance admissible max: 1000 mW,Bande passante: 5 - 25.000 Hz,Sensibilité: 99 dB / Volt,Câble amovible de 1,8 m, peut se brancher sur l'oreille gauche ou droite,Fiche mini-jack stéréo 3,5 mm plaquée or,Adaptateur jack vissable 3,5 mm / 6,3 mm inclus,Poids sans câble: 292 g / 329 g (avec câble),Coussinets de rechange Alcantara et boîte inclus",4.6,20
Mackie MC-250,            ,                115            ,    99,"Circum-aural,Transducteurs de 50 mm de qualité de référence avec une sécurité contre la saturation élevée et une restitution précise de tout le spectre de fréquences,Oreillettes pivotantes offrant des graves puissants et des aigus détaillés,Bandeau rembourré et réglable, coussinets échangeables confortables pour un ajustement ergonomique et des heures de confort, tout en offrant une réponse optimale des graves et une atténuation des bruits extérieurs,Design robuste et durable répondant à toutes les exigences,Pliable pour un stockage facile et peu encombrant,Idéal pour l'enregistrement, le mixage en studio, l'écoute critique et plus encore,Réponse en fréquence: 8 - 20000 Hz,Impédance: 32 Ohm,Sensibilité: 100 dB,Câble droit amovible de 3 m avec connecteur casque à baïonnette verrouillable,Poids: 265 g,Adaptateur Jack 6,3 mm plaqué or et étui de transport inclus",4.4,18
Fostex T60RP Headphone,            ,                107            ,    299,"Construction semi-ouverte,Orthodynamique,Entourant l'oreille avec des coquilles d'oreille acajou,Impédance: 50 Ohms,Sensibilité: 92 dB,Réponse en fréquence: 15 - 35 000 Hz,Niveau d'entrée: 3000 mW,Poids (sans câble): environ 380 g,Câble de connexion ET-RP3.5UB enfichable avec fiche mini-jack stéréo 3,5 mm, adaptateur jack stéréo 3,5 mm vers 6,3 mm et mallette de transport inclus",4.4,8
Presonus HD7,            ,                98            ,    48,"Semi-ouvert,Circum-aural,Reproduction précise des graves,Transducteurs de 50 mm avec aimants en néodyme,Bande passante: 10 - 30.000 Hz,Impédance: 32 Ohm,Câble droit de 2,5 m incl.,Adaptateur Jack 3,5/6,3 mm incl.,Poids sans câble: 220 g",4.4,31
Mackie MC-150,            ,                106            ,    79,"Circum-aural,Transducteurs de 50 mm de qualité de référence avec une sécurité contre la saturation élevée et une restitution précise de tout le spectre de fréquences,Oreillettes pivotantes à 15° offrant des graves puissants et des aigus détaillés,Serre-tête rembourré et réglable, coussinets échangeables confortables pour un ajustement ergonomique et des heures de confort, tout en offrant une réponse optimale des graves et une atténuation des bruits extérieurs,Design robuste et durable répondant à toutes les exigences,Pliable pour un stockage facile et peu encombrant,Idéal pour l'enregistrement, le mixage en studio, l'écoute critique et plus encore,Bande passante: 15 - 20000 Hz,Impédance: 32 Ohm,Sensibilité: 86 dB,Câble droit amovible de 3 m avec connecteur à baïonnette verrouillable,Poids: 265 g,Adaptateur Jack 6,3 mm plaqué or et trousse incl.",4.4,19
Superlux HD-681 F,            ,                114            ,    28,"Semi-ouvert,Dynamique,Circum-aural,SPL max.: 98 dB,Impédance: 32 Ohm,Bande passante: 10 - 30.000 Hz,Puissance absorbée: 300 mW,Câble de 2,5 m avec fiche mini Jack stéréo 3,5 mm,Poids avec câble: 275 g,Poids sans câble: 330 g,Adaptateur 3,5/6,3 mm et trousse incl.",4.3,144
Yamaha HPH-MT7 Black,            ,                15            ,    145,"Idéal pour le mixage/enregistrement/monitoring,Circum-aural,Fermé,Impédance: 49 Ohm,Bande passante: 15 - 25.000 Hz,Puissance admissible: 1600 mW,SPL: 99 dB/mW,Transducteurs 40 mm,Coussinets en simili-cuir,Construction tridimensionnelle,Oreillette amovible (pour mixage à une oreille),En aluminium et ABS,Câble droit de 3 m avec fiche mini Jack stéréo 3,5 mm et adaptateur 6,3 mm,Poids avec câble: 360 g,Couleur: Noir,Trousse incl.",4.5,14
Superlux HD-665,            ,                81            ,    54,"Circum-aural,Fermé,Transducteurs de 40 mm,SPL max.: 102 dB,Impédance: 68 Ohm,Bande passante: 10 - 20000 Hz,Puissance admissible: 200 mW,Pression de contact: 10 N,Câble droit amovible de 3 m avec fiche mini Jack stéréo 3,5 mm,Poids avec câble: 428 g,Poids sans câble: 372 g,Couleur: Noir,Adaptateur 6,3 mm, clip de maintien et trousse incl.",4.2,183
Shure SRH240,            ,                90            ,    49,"Fermé,Dynamique,Circum-aural,Aimant en néodyme,SPL max.: 107dB/V,Impédance: 38 Ohm,Bande passante: 20 - 20.000 Hz,Puissance admissible: 500 mW,Câble de 2 m avec fiche mini Jack stéréo 3,5 mm,Poids avec câble: 255 g,Poids sans câble: 235 g,Adaptateur vissable 3,5/6,3 mm incl.",4.2,111
beyerdynamic DT-770 Pro LTD/250,            ,                89            ,    249,"Avec limiteur 99 dB,Dynamique,Fermé,Circum-aural,Champ diffus,Impédance: 250 Ohm,Bande passante: 5 - 35.000 Hz,Câble avec fiche mini Jack stéréo 3,5 mm,Poids avec câble: 384 g,Poids sans câble: 287 g,Adaptateur 3,5 / 6,3 mm incl.",4.8,9
KRK KNS 6400,            ,                80            ,    69,"Fermé,Dynamique,Circum-aural,Transducteurs 40 mm,Atténuation acoustique externe jusqu'à 26 dBA,Impédance: 36 Ohm,Bande passante: 10 - 22.000 Hz,SPL max.: 95 dB,Puissance admissible: 500 mW,Câble amovible de 2,6 m avec fiche mini Jack stéréo 3,5 mm,Adaptateur 3,5/6,3 mm incl.,Coussinets en mousse,Dimensions: 245 x 268 x 94 mm,Poids avec câble: 254 g,Poids sans câble: 217 g,Trousse et chiffon de nettoyage incl.",4.3,38
Ultrasone Performance 880 Sirius Set,            ,                50            ,    288,"Over-Ear Headphones,S-Logic PLUS technology,Natural Surround sound,ULE Technology,MU Metal shielding,Low radiation after ULE standard,Over-ear design,Closed,Dynamic principle,Frequency range 7 - 35000 Hz,Impedance: 32 Ohm,Sound pressure: 94 dB,40 mm Sound transducer,PET Membrane,Titanium-coated,Magnet: NdFeB,Protein leather ear pads,Weight without cable: 274 g,Incl. 2 detachable cables (1x 3m cable with gold-plated 3.5 mm plug and 6.3 mm adapter, 1x 1.2m with mic and remote control with 3.5 mm angled plug), neoprene case and additional pair of velour ear pads,Bluetooth Transmitter,For Ultrasone performance series,AptX Bluetooth Codec,Integrated headphone amplifier,Controls for volume and start / pause,Up to 12 hours operating time,Weight: 12 g",,
HEDD HEDDphone,            ,                81            ,    1.599,"Design Over-Ear,Ouvert,Transducteurs ""Air Motion Transformer"" (convertisseur électrodynamique),Puissance: 87 dB/1mW,Impédance: 42 Ohm,Bande passante: 10 Hz - 40 kHz,Câble de 2,2 m avec fiche Jack 6,3 mm vers mini XLR 4 broches,Poids: 718 g",5,6
Behringer HPS5000,            ,                108            ,"    19,90","Fermé,Large bande de fréquences,Graves définis et aigus transparents,Transducteurs de 40 mm,Bande passante: 20 Hz - 20000 Hz,Impédance: 32 Ohm,Sensibilité: 96 dB,Câble torsadé de 2,5 m avec fiche mini Jack stéréo 3,5 mm et adaptateur 6,3 mm",3.9,37
the t.bone HD 880,            ,                45            ,"    24,60","Idéal pour PC, interfaces, pianos numériques et claviers arrangeurs,Dynamique,Fermé,Circum-aural,Aimant en néodyme,Impédance: 64 Ohm,Bande passante: 20 Hz - 20 Khz,SPL max.: 104 dB,Puissance admissible: 1000 mW,Câble de 3 m,Adaptateur 3,5/6,3 mm,Poids avec câble: 245 g,Poids sans câble: 196 g",3.9,652
Superlux HD-662 F,            ,                88            ,    32,"Rendu très linéaire,Fermé,Dynamique,Circum-aural,Transducteurs 50 mm,SPL max.: 98 dB,Impédance: 32 Ohm,Bande passante: 10 - 30.000 Hz,Puissance absorbée: 200 mW,Câble de 2,5 m avec fiche mini Jack stéréo 3,5 mm,Poids avec câble: 291 g,Poids sans câble: 249 g,Adaptateur 3,5/6,3 mm et trousse incl.",4.3,352
the t.bone HD 1000,            ,                55            ,"    19,60","Fermé,Circumaural,Les oreillettes sont rotatives et s'adaptent à différentes formes de tête,Pivote à 180° permettant d'entendre d'un seul côté,Coussinets d'oreille souples pour un confort de port total,Réponse en fréquence : 10 - 25000 Hz,Niveau maximal (± 3 dB @1 kHz) : 101 dB,Impédance : 32 Ohm,Puissance admissible : 30 mW,100 mW crête,Longueur du câble : 2 m,Fiche mini-jack 3,5 mm,Poids : 200 g,Livré avec adaptateur 6,3 mm inclus",4.1,35
Behringer HPS3000,            ,                87            ,"    12,60","Fermé,Impédance: 64 Ohm,Puissance d'entrée: 100 mW,Bande passante: 20 - 20.000 Hz,SPL max.: 110 dB / 1 kHz,Câble droit de 2m avec connecteur Jack 6,3mm,Poids: 300 gr",4,241
Superlux HD-662 BK Evo,            ,                100            ,    33,"Dynamique,Circum-aural,Fermé,SPL max.: 98 dB,Impédance: 32 Ohm,Bande passante: 10 - 30.000 Hz,Puissance admissible: 200 mW,2 câbles (1 x 1 m et 1 x 3 m) avec fiches mini Jack stéréo 3,5 mm incl.,Poids sans câble: 286 g,Couleur: Noir,Trousse de transport, adaptateur 3,5/6,3 mm et paire de coussinets en velours incl.",4.3,80
Slate Audio VSX Modeling Headphones,            ,                20            ,    489,"Combinaison d'un casque spécialement conçu et d'un plug-in de modélisation pour la perception binaurale,Répliques authentiques de studios professionnels, de salles de mastering, d'autoradios, de systèmes audio de club et d'autres environnements,Environnements d'écoute coordonnés avec précision, où que vous soyez,Plug-in de modélisation intégré dans le DAW via le bus de mixage,Casque SX avec ransducteurs hybrides légers en béryllium pour des réponses impulsionnelles linéaires,Casque stéréo neutre, dynamique et fermé (utilisable également sans logiciel de modélisation),Bande passante du casque SX: 20 - 20000 Hz,Impédance: 37 Ohm,Câble droit de 2 m et adaptateur Jack 6,3 mm incl.",4.1,14
Audio-Technica ATH-M50 X WH,            ,                65            ,    133,"Fermé,Dynamique,Circum-aural,Transducteurs de 45 mm avec aimants en néodyme et bobines CCAW,Oreillettes pivotantes à 90°,Coussinets d'oreille en cuir artificiel,Bande passante: 15 - 28.000 Hz,Puissance admissible max: 1600 mW / 1 kHz,Impédance: 38 Ohm,SPL max.: 99 dB,Câble amovible,1 câble torsadé de 1,2 m incl.,2 câbles droits de 1,2 m et 3 m incl.,Adaptateur 6,3 mm et trousse incl.,Poids avec câble: 341 g,Poids sans câble: 287 g,Couleur: Blanc",4.8,60
Sennheiser HD-26 Pro,            ,                53            ,    269,"Bouton marche / arrêt,Fermé,Circumaural,Impédance: 100 Ohm,Réponse en fréquence: 20 - 18000 Hz,Sensibilité: 105 dB,Charge max: 200 mW,Câble droit de 1,5 mètres et fiche mini-jack 3,5 mm avec adaptateur jack 6,3 mm,Poids sans câble: 171 g / 219 g (avec câble)",4.7,36
KRK KNS 8402,            ,                45            ,    119,"Fermé,Circum-aural,Dynamique,Impédance: 36 Ohm,Bande passante: 5 - 23.000 Hz,SPL max.: 97 dB,Puissance admissible: 500 mW,Coussinets d'oreille en latex/mousse à mémoire de forme,Câble audio de 2,6 m avec fiche mini Jack stéréo 3,5 mm et adaptateur Jack stéréo 6,3 mm,Rallonge de 0,75 m avec contrôle du volume,Dimensions: 245 x 268 x 94 mm,Poids sans câble: 247 g,Sacoche et chiffon de nettoyage incl.",5,1
Ultrasone Signature Studio,            ,                100            ,    443,"Technologie S-Logic Plus,Transducteurs 40 mm revêtus en titane,Aimant NdFeB (néodyme),Fermé,Circumaural,Dynamique,Impédance: 32 Ohms,Niveau de pression sonore 98 dB,Réponse en fréquence: 8 - 40000 Hz,Technologie ULE (émission ultra faible),Câble détachable avec connexion B-Lock,Câble spiralé de 3 m avec fiche jack 6,3 mm plaquée or,Câble droit de 1,2 m avec fiche mini-jack 3,5 mm plaquée or,Poids sans câble: 290 g,Garantie constructeur de 5 ans",4,4
Audeze LCD-GX,            ,                62            ,    955,"Type : ouvert,Circumauriculaire,Réponse en fréquence : 10 - 50 000 Hz,Facteur de distorsion <0,1% @ 100 dB,Impédance : 20 Ohm,Niveau de pression acoustique max. : 130 dB,Circuit d'attaque magnétostatique planaire pour une gamme dynamique et une réponse en fréquence améliorées,Matériaux de qualité,Bandeau élastique,Boîtier en magnésium léger,Câbles amovibles,Microphone détachable avec filtre anti-pop pour la réduction du bruit,Commande de sourdine pour l'entrée du microphone,Comprend une mallette de transport, un câble GX avec microphone (connecteur TRRS 3,5 mm), un câble standard de la série LCD sans microphone (fiche jack 6,35 mm), un séparateur (3,5 mm TRRS vers deux connecteurs TRS 3,5 mm pour l'audio et le microphone) et un adaptateur jack 6,3 mm,Poids sans câble : 493 g",4.7,3
Austrian Audio Hi-X15,            ,                64            ,    99,"Fermé,Circum-aural,Charnières et arceau en métal pour une durabilité maximale,Pliable pour un transport facile,Coussinets en mousse à mémoire de forme pour un confort maximal,Bande passante: 12 - 24000 Hz,Sensibilité: 113 dB SPL/V,Impédance: 25 Ohm,Puissance d'entrée: 150 mW,Câble amovible de 1,4 m avec fiche mini Jack 3,5 mm et adaptateur 6,3 mm,Dimensions: 205 x 170 x 80 mm,Poids (sans câble): 255 g",4.6,7
Sennheiser HD-300 Pro,            ,                43            ,    175,"Fermé,Circum-auriculaire,Impédance : 64 Ohm,Niveau de pression acoustique nominal : 108 ±3 dB SPL / 1 V RMS / 1 kHz,Réponse en fréquence : 6 - 25000 Hz,Facteur de distorsion: < 0,1 % à 1 kHz,Niveau de pression acoustique limite : 100 dB,Puissance nominale : 500 mW,Force de traction : 6,0 N ± 0,75 N,Câble de 1,5 m avec fiche mini-jack 3,5 mm que d'un côté,Poids sans câble : 297 g,Livré avec adaptateur jack 6,3 mm",4.6,37
Austrian Audio Hi-X25BT,            ,                46            ,    149,"Fermé,Circum-aural,Charnières et arceau en métal pour une durabilité maximale,Pliable pour un transport facile,Coussinets en mousse à mémoire de forme pour un confort maximal,Bluetooth version 5.0,Contrôle tactile,Différentes possibilités de connexion: Analogique via Jack, numérique via USB-C et sans fil via Bluetooth,Batterie lithium polymère intégrée,Autonomie max. de 30 heures,Bande passante: 12 - 24000 Hz,Sensibilité: 113 dB SPL/V,Impédance: 25 Ohm,Puissance d'entrée: 150 mW,Dimensions: 205 x 170 x 80 mm,Poids (sans câble): 270 g,Câble USB-C de 1,2 m avec adaptateur USB-C/USB-A et câble USB-C  vers mini Jack 3,5 mm de 1,4 m avec adaptateur Jack 6,3 mm",4,4
AKG K-72,            ,                16            ,    37,"Fermé,Circum-aural,Impédance: 32 Ohm,Sensibilité: 112 dB SPL/V,Bande passante: 16 - 20.000 Hz,Puissance admissible: 200 mW,Câble de 3 m avec fiche mini Jack stéréo 3,5 mm,Adaptateur 6,3 mm incl.,Poids: 200 g",4.4,112
Fostex TH909,            ,                58            ,    1.799,"Aimant au néodyme avec une densité de flux magnétique de 1,5 Tesla pour une dynamique impressionnante,Membrane Foster / Fostex'Biodyna' pour une reproduction sonore fine et de haute qualité,Coffret en merisier japonais ornés avec d'excellentes propriétés acoustiques,Finition vernie ""Urushi"" de fabrication manuelle traditionnelle,Coussinets en similicuir (uréthane) à faible résilience,Câble cuivre OFC 7N (99,99%) et boîtier de connecteur en duralumin robuste,Support de casque élégant inclus dans la livraison,Pilote dynamique : Aimant néodyme de 50 mm / Membrane bio-dynamique,Impédance : 25 Ohm,Sensibilité : 100dB / mW,Puissance d'entrée maximale : 1 800 mW,Réponse en fréquence : 5 Hz - 45 kHz,Poids : 390g (sans câble),Câble : amovible, longueur 3 m, fiche jack stéréo asymétrique 6,3 mm,Inclus : support pour casque d'écoute",4.8,3
Superlux HD-668 B,            ,                78            ,    33,"Circumaural,Semi-open,Dynamic,Self-adjusting headband for comfort,Peak SPL: 98 dB,Impedance 56 Ohm,Frequency range: 10 - 30,000 Hz,Power capacity: 300 mW,Detachable cable,1 m and 3 m cables with 3.5 mm stereo jack,Weight with cable: 251 g,Weight without cable: 228 g,Includes: 6.3 mm stereo jack and bag adaptor",4.5,695
Fostex TH-900 mk2,            ,                87            ,    1.499,"Dynamique impressionnante avec 1,5 de flux magnétique Tesla,Membrane Foster / Fostex 'Biodyna membrane pour la reproduction audio et sonore haute résolution,Boitier en merisier rouge japonais avec d'excellentes propriétés acoustiques,Finition de vernis ""Urushi"", travail manuel traditionnel,Logo Fostex en de feuilles de platine sur le boitier,Coussinets d'oreille en cuir protéique (obtenus à partir d'une membrane d'œuf),Câble en cuivre 7N OFC (99,99%) et boîtier de connecteur robuste en duralumin,Livraison: casque et mallette de transport,Dynamique,Transducteurs: aimant de néodyme de 50 mm / membrane ""bio-dynamique"",Impédance: 25 Ohm,Sensibilité: 100 dB / mW,Puissance de niveau admissible: 1 800 mW,Réponse en fréquence: 5 à 45000 Hz,Poids: 390 g (sans câble),Câble amovible de 3 m,Fiche stéréo asymétrique jack 6,3 mm,Poids: 120 g (Modèle ET-H3.0N7UB)",4.7,3
beyerdynamic DT-1990 Pro 250 Ohm,            ,                9            ,    429,"Pour mixage et mastering,Technologie Tesla 2.0,Dynamique,Ouvert,Circum-aural,Impédance: 250 Ohm,SPL: 102 dB (1 mW/500 Hz),Bande passante: 5 - 40000 Hz,Puissance admissible: 200 mW,Câble droit de 3 m,Câble torsadé de 5 m (tendu),Fiche mini XLR 3 broches,Poids sans câble: 370 g,Adaptateur 6,3 mm, coussinets en velours et étui en cuir artificiel incl.",4.8,157
