name,observer,sell_rank,price,features,rating,nb_evaluation
Behringer Eurolive VS1220,            ,                192            ,    140,"Puissance: 150W RMS, 600W crête,Impédance: 8 Ohm,Réponse en fréquence: 60 Hz - 20 kHz,Connecteurs jack 6,3 mm,Montage sur pied,Dimensions: 370 x 600 x 430 mm,Poids: 17,1 kg,Housse disponible en option, article n°: ",4.7,10
dB Technologies LVX P15 White,            ,                186            ,    351,"Equipment: 15"" and 1"" with rotatable horn,Abstraction angle: 90° x 60°,Power handling: 800 Watt,Impedance: 8 Ohm,Frequency range: 58 - 21,000 Hz,Maximum level: 129 dB,Can also be used as a 40° monitor,36 mm Tripod flange,M8 fly points,Speak-on connectors,Dimensions: 420 x 680 x 430 mm,Weight: 19.7 kg,Colour: White",,
LD Systems Roadboy Slave,            ,                191            ,    118,"For the active battery speaker system Roadboy,With 6.5"" broadband speakers,Power rating: 30 W RMS,Jack Input,Dimensions: 300 x 200 x 230 mm,Weight: 3.6 kg",4.3,2
Behringer PK108,            ,                168            ,    59,"Moteur d'aigus à compression 1"",Haut-parleur 8"",Puissance admissible : 320 Watt (crête),Impédance : 8 Ohm,Réponse en fréquence : 20 Hz - 20 kHz,SPL Max : 96 dB,Dispersion (HxV) : 70° x 50°,Connexions : 2 x connecteurs Speaker Twist 4 points,Câblage : broches 1+ / 1- entrée, broches 2+ / 2- liaison,Montage sur pied 35 mm possible,Dimensions (HxLxP) : 395 x 254 x 211 mm,Poids : 5,1 kg,Couleur : noir",,
ANT BBM 3 BP,            ,                180            ,    85,"3.5"" Woofer,0.8"" Neodynium dome tweeter,Frequency response: 140 - 20,000 Hz,Rated power: 20 W RMS,Impedance: 8 ohms,10 W / 20 W / 40 W / 80 W at 70 V and 100 V.,IP55 certified (protected against dust and water jets),M5 / M6 mounting holes for suitable brackets,Dimensions (W x H x D): 135 x 221 x 137 mm,Weight: 2.1 kg,Colour: Black",,
Syrincs I100L,            ,                163            ,    245,"Pour montage mural,Équipement : 8 haut-parleurs 3"" et quatre tweeters à dôme Ø 25 mm,Puissance nominale : 160 Watt RMS,Impédance : 8 Ohm,Dimensions (L x H x P) : 100 x 900 x 120 mm,Connecteur Euroblock,Matériau du boîtier : contreplaqué,Poids : 10 kg,Couleur : Gris / Noir,Support mural disponible en option, article n°: ",,
FBT J5 W J-Series,            ,                167            ,    129,"Enceinte 2 voies avec haut-parleur 5"" et tweeter 1"",Puissance: 40 Watt RMS,Connexions jack TRS / borniers,Réponse en fréquence: 90 - 20000 Hz,Dispersion: 90 ° x 90 °,Pan biseauté pour position au sol,Connexion TRS / borniers,Montage aérien: 4x M5,Dimensions: 170 x 275 x 180 mm,Poids: 3,4 kg,Boîtier en plastique,Couleur: blanc",5,1
Behringer PK112,            ,                190            ,    99,"Moteur d'aigus à compression 1"",Haut-parleur 12"",Puissance admissible : 600 Watt (crête),Impédance : 8 Ohm,Réponse en fréquence : 20 Hz - 20 kHz,SPL Max : 96 dB,Dispersion (HxV) : 70° x 50°,Connexions : 2 x connecteurs Speaker Twist 4 points,Câblage : broches 1+ / 1- entrée, broches 2+ / 2- liaison,Montage sur pied 35 mm possible,Dimensions (HxLxP) : 583 x 375 x 308 mm,Poids : 10,1 kg,Couleur : noir",5,1
DAS Audio Altea-712,            ,                166            ,    479,"Tweeter à compression de 1"",Réponse en fréquence : 65 Hz - 20 kHz,Diagramme de dispersion (HxV) : 90° x 60°,SPL max. : 131 dB,Puissance nominale : 500 Watt RMS / 2000 Watt crête,Impédance : 8 Ohm,Connexions : Speaker Twist,Montage sur pied 35 mm possible,Dimensions (HxLxP) : 655 x 380 x 350 mm,Poids : 16,5 kg,Couleur : noir",,
Seeburg Acoustic Line X 2,            ,                179            ,    877,"Système 2 voies de classe supérieure,Construction coaxiale,Configuration : 8"" + 1"" Néodyme,Puissance nominale : 250 Watt (AES),Impédance nominale : 8 Ohm,SPL Max : 124 dB,Réponse en fréquence : 70 Hz - 19 kHz (-6 dB),Pavillon rotatif,Angle de dispersion (nominal) : 90° x 60°,3 points de fixation aérien M10,Boîtier multifonctions,Deux connecteurs Speaker Twist encastrés,Montage sur pied d'enceinte 35 mm,Dimensions : 375 x 250 x 250 mm (H x l x P),Poids : 8 kg,Couleur : noir",,
ANT BBM 5 BP,            ,                175            ,    105,"Haut-parleur 5"",Tweeter à dôme 1"" avec  bobine néodyme,Réponse en fréquence : 100 Hz - 20 kHz,Puissance : 40 Watt RMS,Impédance : 8 Ohm,Transfo : 10 W / 20 W / 40 W / 80 W sous 70 V et 100 V,Certifié IP55 (protégé contre la poussière et les jets d'eau),Trous de fixation M5 / M6 pour supports appropriés,Dimensions (L x H x P) : 171 x 272 x 172 mm,Poids : 3 kg,Couleur : noir",,
EV ZX1-90 Bundle,            ,                141            ,    325,"Enceinte large bande passive 2 voies 8"" + 1"",Puissance: 200 Watt RMS, 400 Watt crête,Impédance: 8 Ohm,Dispersion: 90° x 50°,Entrée et sortie Speaker Twist,Œillet pour pied d'enceinte,Dimensions: 451 x 282 x 263 mm,Poids: 8,4 kg,Housse de protection disponible en option, article n°: ,Pied d'enceinte pro,En aluminium,Diamètre du tube d'admission: 35 mm,Supporte une charge max. de 30 kg,Hauteur réglable de 108 à env. 200 cm,Poids: 2,2 kg,Couleur: Noir",4.9,14
Seeburg Acoustic Line X 4,            ,                161            ,    1.179,"Système 2 voies de classe supérieure,Configuration coaxiale,Équipement : haut-parleur 10"" + tweeter 1"" néodyme,Puissance nominale : 350 Watt (AES),Impédance nominale : 8 Ohm,SPL Max : 127 dB,Réponse en fréquence : 60 Hz - 19 kHz (-6 dB),Pavillon rotatif,Angle de dispersion (nominal) : 80° x 60°,9 points de montage M10,Boîtier multifonctions,Deux connecteurs Speaker Twist encastrés,Montage sur pied d'enceinte 35 mm,Peut être utilisé avec MultiRigg (Article n°: , - non inclus),Dimensions : 450 x 310 x 290 mm (H x l x P),Poids : 12,5 kg,Couleur : noir",5,1
the box pro Achat 215,            ,                170            ,    799,"Puissance: 700 Watt RMS,Impédance: 4 Ohm,Réponse en fréquence: 50 Hz - 16 kHz,SPL max: 132 dB,Dispersion: 60° x 40°,Connectiques Speaker Twist,Dimensions: 435 x 1200 x 450 mm,Poids: 48,5 kg,Conçue en Allemagne",4.5,5
FBT Ventis 206,            ,                176            ,    499,"Speaker configuration: 2 x 6.5"" Woofers and 1"" tweeters,Power rating: 200 W,Recommended amplifier power: 400 W,Nominal impedance: 8 Ohm,Frequency range: 75 - 20,000 kHz (-6 dB),Sensitivity: 97 dB (1 W / 1 m),Maximum SPL: 127 dB,Beam angle (typical): 70° x 50° (H x V, rotatable),Recommended high pass filter: 60 Hz - 12-24 dB/oct,Speaker-twist input and through,Dimensions (W x H x D): 190 x 560 x 260 mm,Weight: 11.8 kg,Colour: Black",,
Behringer PK110,            ,                187            ,    69,"Moteur d'aigus à compression 1"",Haut-parleur 10"",Puissance admissible : 480 Watt (crête),Impédance : 8 Ohm,Réponse en fréquence : 20 Hz - 20 kHz,SPL Max : 96 dB,Dispersion (HxV) : 70° x 50°,Connexions : 2 x connecteurs Speaker Twist 4 points,Câblage : broches 1+ / 1- entrée, broches 2+ / 2- liaison,Montage sur pied 35 mm possible,Dimensions (HxLxP) : 491 x 315 x 261 mm,Poids : 7,2 kg,Couleur : noir",,
FBT J5 J-Series,            ,                182            ,    138,"Enceinte 2 voies avec haut-parleur 5"" et tweeter 1"",Puissance: 40 Watt RMS,Réponse en fréquence: 90 - 20000 Hz,Dispersion: 90 ° x 90 °,Montage aérien: 2x M6 et support fileté pour pied,2 fiches Speaker Twist,Dimensions: 170 x 275 x 180 mm,Poids: 3,4 kg,Boîtier en plastique,Couleur: noir",4,2
Behringer VP2520,            ,                149            ,    299,"Puissance: 500W continu / 2000W crête,4 Ohm,SPL max: 96 dB,Réponse en fréquence: 40 Hz - 22 kHz,Dispersion: 80° x 50°,Entrée Speaker Twist ou jack 6,3 mm,Dimensions: 475 x 1065 x 510 mm,Poids: 39,8 kg,Housse de protection disponible en option, article n°: ",4.6,30
DAS Audio Vantec-215,            ,                129            ,    1.179,"Tweeter à compression de 1"",Réponse en fréquence : 55 Hz - 20 kHz,Diagramme de dispersion (HxV) : 90° x 50°,SPL max. : 135 dB,Puissance nominale : 1000 Watt RMS / 4000 Watt crête,Impédance : 4 Ohm,Connexions : Speaker Twist,Dimensions (HxLxP) : 1090 x 445 x 505 mm,Poids : 40,0 kg,Couleur : noir",,
the box MA5P Stand Bundle,            ,                158            ,    64,"Enceinte large bande passive,Équipement : Haut-parleur avec bobine néodyme de 5"" large bande de qualité supérieure,Puissance nominale : 100 Watt,Réponse en fréquence : 60 - 18.000 Hz,Impédance : 8 Ohm,Entrées : jack 6,3 mm et Speaker Twist,Support de microphone 3/8"", peut être monté sur pied de microphone,Dimensions : 290 x 210 x 175 mm,Poids : 2 kg,Couleur : Noir,Pied droit de microphone,En acier,Socle rond,Hauteur réglable de 880 à 1530 mm,Diamètre du socle: 230 mm,Filetage 3/8"",Poids: 3,5 kg,Couleur: Noir",,
HK Audio L5 112 F Linear 5 Add OnBundle,            ,                152            ,    1.399,"Enceinte passive large bande 2 voies 12"" + 1"",Puissance: 500 W RMS - 1000 W programme - 2000 W crête,Impédance: 8 Ohm,Réponse en fréquence: 70 - 18.000 Hz,Niveau de pression acoustique maximal : 128 dB,Panneau de connexion avec 2 Speaker Twist NL4,Pavillon asymétrique de 60°- 90° x 55°,Enceinte en contreplaqué de bouleau / MDF avec 3 points de montage aérien M8,Montage sur trépied avec DuoTilt,2 poignées,Enceinte noir,Dimensions (LxHxP): 370 x 668 x 365 mm,Poids: 23,3 kg,Accessoires pour HK Audio Lucas/Soundhouse,convient pour HK 2K15, HK 2K18,2x pieds d'enceinte en aluminium noirs,2x câbles Speaker Twist de 7 mètres,Sac de transport",,
the box PA 108 Stand Mount Bundle,            ,                131            ,    84,"Enceinte large bande passive 2 voies 8"",100W,8 Ohm,Réponse en fréquence: 65 - 18.000 Hz (±3 dB),SPL: 92dB (1W/1m),Dispersion: 90º x 60º,Dimensions: 277 x 400 x 257 mm,Poids: 6,5 kg!,Housse optionnelle article nº: ,Support d'enceinte pour pied d'enceinte,Pour PA 108 et 108 A,1 pièce,Convient pour tubes de trépied de 35 mm,Couleur: noir",,
DAS Audio Altea-715,            ,                122            ,    522,"Tweeter à compression de 1"",Réponse en fréquence : 60 Hz - 20 kHz,Diagramme de dispersion (HxV) : 90° x 60°,SPL max. : 132 dB,Puissance nominale : 500 Watt RMS / 2000 Watt crête,Impédance : 8 Ohm,Connexions : Speaker Twist,Montage sur pied 35 mm possible,Dimensions (HxLxP) : 710 x 440 x 380 mm,Poids : 18,8 kg,Couleur : noir",,
Seeburg Acoustic Line A8,            ,                132            ,    1.085,"Forme de moniteur,Haut-parleur 15"" et tweeter 1"",Dispersion: 90° x 60°,Puissance: 400W sous 8 Ohm,SPL max: 128 dB,Entrée et sortie Speaker Twist,Montage sur pied d'enceinte,Dimensions: 70 x 45 x 42,5 cm,Poids: 24,7 kg",,
ANT BBM 8 WP,            ,                156            ,    135,"Haut-parleur 5"",Tweeter à dôme 1"" avec  bobine néodyme,Réponse en fréquence : 55 Hz - 20 kHz,Puissance : 80 Watt RMS,Impédance : 8 Ohm,Transfo : 10 W / 20 W / 40 W / 80 W sous 70 V et 100 V,Certifié IP55 (protégé contre la poussière et les jets d'eau),Trous de fixation M5 / M6 pour supports appropriés,Dimensions (L x H x P) : 250 x 400 x 251 mm,Poids : 6 kg,Couleur : blanc",,
Sirus Reflect 6 White,            ,                145            ,    93,"Montage Bass Reflect,Technologie OBE (Optimal Bass Enhancement Radiator) fournit des basses profondes et claires grâce à une membrane passive,Résiste aux intempéries selon norme IPX66,Haut-parleur d'aigus 1"" et haut-parleur de basses de 6,5"",Impédance : 8 Ohm,Transformateur pour 100V/70V (5/10/20/40 Watt),Puissance : 40 Watt RMS / 80 Watt crête,SPL Max : 86 dB,Réponse en fréquence : 90 Hz - 20 kHz,Connexion : borniers à vis enfichable,Matériau du boîtier : plastique ABS,Support de montage inclus,Dimensions (HxLxP) : 285 x 200 x 195 mm,Poids : 3,45 kg,Couleur : blanc",,
the box pro Achat 110 M Bundle,            ,                153            ,    255,"Enceinte passive large bande 10"" + 1"",Puissance: 250 Watt RMS ou 1400 Watt crête,Impédance:  8 Ohm,Réponse en fréquence: 70 - 18.000 Hz,Dispersion: 90º x 60º,Entrée et sortie Speaker Twist,Œillet pour pied d'enceinte,Attaches aériennes M10,Support mural en U disponible en option, article n°: ,Dimensions: 300 x 450 x 285 mm,Poids: 11 kg,Couleur: noire,Housse de protection disponible en option, article n°: ,Conçue en Allemagne,Housse de protection,Pour Achat 110 M et 110 MA,En nylon de haute qualité,Résiste à l'eau,Fabriqué en Allemagne",4.9,8
ANT BBM 8 BP,            ,                178            ,    135,"Haut-parleur 5"",Tweeter à dôme 1"" avec  bobine néodyme,Réponse en fréquence : 55 Hz - 20 kHz,Puissance : 80 Watt RMS,Impédance : 8 Ohm,Transfo : 10 W / 20 W / 40 W / 80 W sous 70 V et 100 V,Certifié IP55 (protégé contre la poussière et les jets d'eau),Trous de fixation M5 / M6 pour supports appropriés,Dimensions (L x H x P) : 250 x 400 x 251 mm,Poids : 6 kg,Couleur : noir",4,1
Sirus Reflect 8 Black,            ,                99            ,    113,"Montage Bass Reflect,Technologie OBE (Optimal Bass Enhancement Radiator) fournit des basses profondes et claires grâce à une membrane passive,Résiste aux intempéries selon norme IPX66,Haut-parleur d'aigus 1,1"" et haut-parleur de basses de 8"",Impédance : 8 Ohm,Transformateur pour 100V/70V (6.25/12.5/25/50 W),Puissance : 50 Watt RMS/ 80 Watt crête,SPL Max : 87 dB,Réponse en fréquence : 80 Hz - 20 kHz,Connexion : borners à vis enfichable,Matériau du boîtier : plastique ABS,Support de montage inclus,Dimensions (HxLxP) : 381 x 250 x 250 mm,Poids : 5 kg,Couleur : noir",,
EV ZX1i-90,            ,                102            ,    444,"Puissance: 200W RMS, 400W crête,Dispersion: 90° x 50°,Entrée sortie borniers,Support de montage mural inclus,Dimensions: 451 x 282 x 263 mm,Poids: 8,4 kg,Couleur: noire",5,4
LD Systems SAT 122 G2 W,            ,                165            ,    308,"Convient pour l'installation et l'application scénique,Équipement: haut-parleur 12"" et tweeter 1"",Angle de dispersion: 80 ° x 60 °,Réponse en fréquence: 60 - 19 000 Hz,Niveau de pression acoustique limite: 121 dB,Capacité de charge: 250 W / 500 W,Impédance: 8 Ohms,Connexions borniers et Speaker Twist,Boîtier MDF de 15 mm,Montage aérien: 4x M8, 4x M6 et 2x M10,Dimensions: 350 x 580 x 310 mm,Poids: 16,3 kg,Couleur: blanc,Supports de traverse et mural disponibles en option",,
Bose F1 Model 812 Passive,            ,                98            ,    598,"Puissance: 300 Watt RMS / 1200 Watt crête,Impédance: 8 Ohm,SPL max: 125 dB,Réponse en fréquence: 56 - 16.000 Hz,Couverture verticale avec 100° par haut-parleur médiums/aigus,Dispersion homogène de 100° x 40°,Haut-parleur de 12"" et 8x haut-parleurs médiums/aigus 2,25"" avec pilote à forme d'onde pour une dispersion homogène,Montage sur pied 35 mm,Dimensions: 665 x 334 x 372 mm,Poids: 21,32 kg",,
Yamaha CBR15,            ,                151            ,    351,"Haut-parleur 15"" + 1,4"",Réponse en fréquence: 46 Hz - 20 kHz,Puissance: 1000 Watt (crête) / 500 Watt (programme),Impédance: 8 Ohm,SPL max: 126 dB,Entrée Speaker Twist,Dimensions: 455 x 700 x 378 mm,Poids: 17,7 kg,Housse disponible en option, article n°: ",5,6
Behringer PK115,            ,                89            ,    111,"Moteur d'aigus à compression 1"",Haut-parleur 15"",Puissance admissible : 800 Watt (crête),Impédance : 8 Ohm,Réponse en fréquence : 20 Hz - 20 kHz,SPL Max : 96 dB (1W / 1m),Dispersion (HxV) : 70° x 50°,Connexions : 2 x connecteurs Speaker Twist 4 points,Câblage : broches 1+ / 1- entrée, broches 2+ / 2- liaison,Montage sur pied 35 mm possible,Dimensions (HxLxP) : 685 x 433 x 366 mm,Poids : 14,9 kg,Couleur : noir",5,2
the box pro Mon P15,            ,                79            ,    285,"Montage coaxial,Puissance: 450 Watt RMS,Impédance: 8 Ohm,SPL max: 126 dB,Réponse en fréquence: 45 Hz - 20 kHz,Entrée et sortie Speaker Twist,Œillet pour pied d'enceinte,Dimensions: 610 x 365 x 545 mm,Poids: 19,5 kg,Housse disponible en option, article n°: ",4.2,8
Sirus Reflect 5 White,            ,                137            ,    74,"Montage Bass Reflect,Technologie OBE (Optimal Bass Enhancement Radiator) fournit des basses profondes et claires grâce à une membrane passive,Résiste aux intempéries selon norme IPX66,Haut-parleur d'aigus 1"" et haut-parleur de basses de 5"",Impédance : 8 Ohm,Transformateur pour 100V/70V (3,75/7,5/15/30 Watt),Puissance : 30 Watt RMS/ 60 Watt crête,SPL Max : 85 dB,Réponse en fréquence : 100 Hz - 20 kHz,Connexion : borniers à vis enfichable,Matériau du boîtier : plastique ABS,Support de montage inclus,Dimensions (HxLxP) : 258 x 168 x 163 mm,Poids : 2,75 kg,Couleur : blanc",,
the box pro Achat 206 WH,            ,                51            ,    176,"Équipé de 2x haut-parleurs de 6"" et d'un moteur à compression de 1"",Puissance nominale : 250 W RMS / 1000 W Crête,Impédance : 8 Ohm,Niveau maximal : 119 dB,Réponse en fréquence: 70 Hz - 20 kHz,Dispersion : 90° x 90°,Connecteurs : 2x Speaker Twist NL4 et borniers à vis,Montage sur pied 36 mm,Points de montage aérien M10,Dimensions : 200 x 570 x 220 mm,Poids : 12 kg,Surface : revêtement texturé blanc,Conçue en Allemagne,Housse disponible en option, article n°: , (non fournie)",4.5,11
the box pro TL 63,            ,                147            ,    157,"Particulièrement adaptée pour une utilisation avec le caisson de basses actif pro TL 110 (Art. n°: ,),Équipement : 6 haut-parleurs médiums/haute de 2,75"",Réponse en fréquence (-10 dB) : 200 - 20 000 Hz,Impédance nominale : 16 Ohm,Puissance : 100 Watt (RMS),SPL Maxi : 114 dB,Angle de dispersion (nominal) : 90° (horizontal),Montage sur pied : 25 mm,Système de connexion clic TL pour raccorder les enceintes,Boîtier partie supérieure en métal léger,Dimensions (H x L x P) : 480 x 95 x 106 mm,Poids : 2,65 kg,Couleur : Noir,Housse disponible en option, article n°: , (non fournie)",4.8,5
Sirus Reflect 8 White,            ,                130            ,    113,"Montage Bass Reflect,Technologie OBE (Optimal Bass Enhancement Radiator) fournit des basses profondes et claires grâce à une membrane passive,Résiste aux intempéries selon norme IPX66,Haut-parleur d'aigus 1,1"" et haut-parleur de basses de 8"",Impédance : 8 Ohm,Transformateur pour 100V/70V (6.25/12.5/25/50 W),Puissance : 50 Watt RMS/ 80 Watt crête,SPL Max : 87 dB,Réponse en fréquence : 80 Hz - 20 kHz,Connexion : borniers à vis enfichable,Matériau du boîtier : plastique ABS,Support de montage inclus,Dimensions (HxLxP) : 381 x 250 x 250 mm,Poids : 5 kg,Couleur : blanc",,
Solton MF 300L,            ,                169            ,    228,"Puissance: 300/ 600 Watt,Impédance: 8 Ohm,Réponse en fréquence: 55 - 18.000 Hz,Dispersion: 60° x 40°,Sensibilité: 99 dB, SPL max: 127 dB,Entrée et sortie Speaker Twist,Dimensions: 390 x 540 x 350 mm,Poids: 16,5 kg",3.9,13
the box Pyrit 15,            ,                93            ,    264,"Moteur à compression en titane,Puissance : 350 Watt RMS/1400 Watt crête,Impédance: 8 Ohm,Réponse en fréquence: 45 Hz - 20 kHz,Dispersion: 90° x 60°,SPL: 128 dB,Œillet 2 positions (0° et 5°) pour pied d'enceinte,Pieds en caoutchouc pour position bain de pieds,Montage aérien M8,Dimensions: 462 x 397 x 780 mm,Poids: 26,8 kg,Housse disponible en option, article n° : , (non fournie)",4.8,13
LD Systems SAT 122 G2,            ,                150            ,    308,"Convient pour l'installation et l'application scénique,Équipement: haut-parleur 12"" et tweeter 1"",Angle de dispersion: 80 ° x 60 °,Réponse en fréquence: 60 - 19 000 Hz,Niveau de pression acoustique limite: 121 dB,Capacité de charge: 250 W / 500 W,Impédance: 8 Ohms,Connexions borniers et Speaker Twist,Boîtier MDF de 15 mm,Montage aérien: 4x M8, 4x M6 et 2x M10,Dimensions: 350 x 580 x 310 mm,Poids: 16,3 kg,Couleur: noir,Supports de traverse et mural disponibles en option",,
Sirus Reflect 5 Black,            ,                139            ,    74,"Montage Bass Reflect,Technologie OBE (Optimal Bass Enhancement Radiator) fournit des basses profondes et claires grâce à une membrane passive,Résiste aux intempéries selon norme IPX66,Haut-parleur d'aigus 1"" et haut-parleur de basses de 5"",Impédance : 8 Ohm,Transformateur pour 100V/70V (3,75/7,5/15/30 Watt),Puissance : 30 Watt RMS/ 60 Watt crête,SPL Max : 85 dB,Réponse en fréquence : 100 Hz - 20 kHz,Connexion : borniers à vis enfichable,Matériau du boîtier : plastique ABS,Support de montage inclus,Dimensions (HxLxP) : 258 x 168 x 163 mm,Poids : 2,75 kg,Couleur : noir",,
EV ELX200-15-W,            ,                162            ,    459,"Puissance : 1200 Wat crête,Angle de dispersion : 90° x 60°,Impédance : 8 Ohm,Réponse en fréquence : 52 Hz - 19 kHz,SPL max : 130 dB,3 points de suspension avec filetage M10,Connexions Dual NL4,Transducteur de signal synchronisé,Peut être utilisée comme moniteur bain de pieds,Dimensions : 710 x 423 x 384 mm,Poids : 18,7 kg,Boîtier plastique,Couleur : blanc,Housse disponible en option, article n° : ,Support mural disponible en option, article n° : ",5,1
Seeburg Acoustic Line X 6,            ,                104            ,    1.766,"Système 2 voies de classe supérieure,Construction coaxiale,Configuration : 12"" + 1,4"" Néodyme,Puissance nominale : 500 Watt (AES),Impédance nominale : 8 Ohm,131 dB SPL,Réponse en fréquence : 55 Hz - 18 kHz (-6 dB),Pavillon rotatif,Angle de dispersion (nominal) : 80° x 60°,9 points de fixation M10,Boîtier multifonctions,Deux connecteurs Speaker Twist encastrés,Montage sur pied d'enceinte 35 mm,Peut être utilisé avec MultiRigg disponible en option, article n°: ,Dimensions : 500 x 360 x 300 mm (H x l x P),Poids : 18,5 kg,Couleur : noir",,
QSC E110,            ,                121            ,    463,"Équipement : haut-parleur 10"" avec bobine 2,5"" et tweeter 1"" avec bobine 1.75"",Puissance : 300 Watt (puissance continue) / 1200 Watt (puissance crête),Impédance nominale : 8 Ohm,Angle de dispersion : 85° conique,Réponse en fréquence (-10 dB) : 50 - 20 000 Hz,Niveau de pression acoustique Max (1 m) : 126 dB,Entrées : 2x Speaker Twist (1x sortie parallèle) et bornes de connexion avec borniers à vis,2x Brides de montage sur pied 35 mm (0° ou -10°),3 points de fixation M10 pour montage aérien,Enceinte en contreplaqué avec laque texturée noire résistante aux chocs,Dimensions (H x L x P) : 560 x 330 x 330 mm,Poids : 20 kg,Couleur : Noir,Housse E112 avec rembourrage de protection en nylon/cordura robuste, article n° : ,Équerre E112 de fixation en U pour montage vertical et horizontal : article n° : ",,
the box Pyrit 10,            ,                111            ,    168,"Moteur à compression en titane,Puissance: 250 Watt (RMS) / 1000 Watt (crête),Impédance: 8 Ohm,Réponse en fréquence: 55 Hz - 20 kHz,Dispersion: 90° x 60°,SPL max: 122 dB,Œillet 2 positions (0° et 5°) pour pied d'enceinte,Pieds pour position bain de pieds,Montage aérien M6,Dimensions: 306 x 238 x 516 mm,Poids: 13,2 kg,Housse disponible en option, article n°: ",4.8,14
the box pro Achat 404 MKII,            ,                48            ,    315,"Équipement : 4x haut-parleurs de 4"" et 1x tweeter BMS Line Driver 1"",Enceinte colonne (montage en ligne),Impédance: 8 Ohm,SPL: 109 dB / 121 dB (crête),Réponse en fréquence: 160 Hz -20 kHz,Dispersion: 150° x 30°,Œillet pour pied d'enceinte 35 mm,Connectique: 2x NL4 et borniers,Finition: peinture noire,Dimensions: 144 x 166 x 692 mm,Poids: 8 kg,Support de montage mural disponible en option, article n°: ,Housse de protection vendue séparément, article n°: ,Conçue en Allemagne",4.8,30
FBT J8 W J-Series,            ,                144            ,    199,"Enceinte 2 voies avec haut-parleurs B&C 8"" et 1"",Puissance: 160 Watt RMS,Impédance: 8 Ohm,Réponse en fréquence: 65 - 20.000 Hz,Dispersion: 90 ° x 60 °,Entrée et sortie Speaker Twist NL4,2x M5 points de montage aérien,Œillet pour pied d'enceinte 25 mm,Dimensions: 255 x 415 x 245 mm,Poids: 6,6 kg,Boîtier en plastique,Couleur: blanc",,
FBT J8 J-Series,            ,                159            ,    199,"Enceinte 2 voies avec haut-parleur 8"" et tweeter 1"",Puissance: 160 Watt RMS,Impédance: 8 Ohm,Réponse en fréquence: 65 - 20.000 Hz,Dispersion: 90 ° x 60 °,Entrée et sortie Speaker Twist NL4,Points de montage aérien 2x M5,Œillet: 25 mm,Dimensions: 255 x 415 x 245 mm,Poids: 6,6 kg,Boîtier en plastique noir",4.5,1
EV SX100+E,            ,                90            ,    419,"Dispersion: 65° x 65°,Puissance: 200 Watt / 800 Watt (RMS / crête),Impédance: 8 Ohm,Embase pour pied,Entrée et sortie Speaker Twist,Coque en matière plastique (PP),Dimensions: 59 x 43 x 31 cm,Poids: 14,5 kg,Couleur: noire,Garantie 5 ans",4.6,11
Dynacord TS 200,            ,                146            ,    988,"Vertical Array,2x haut-parleurs de 6,5"" néodyme DND 6130-16,Moteur 1"" DHT3,Dispersion: 90 ° x 40 °,Impédance: 8 Ohm,Puissance: 300 Watt RMS,SPL max: 128 dB,Réponse en fréquence: 90 - 20000 Hz,2x connecteurs Speaker Twist,Protection contre surcharge,Dimensions: 199 x 514 x 240 mm,Poids: 10 kg,Couleur: noir,Housse disponible en option, article n°: ",5,3
LD Systems Stinger 15 G3,            ,                85            ,    477,"Possibilité de bain de pieds,Puissance: 500 Watt RMS (1000 Watt crête),SPL max: 127 dB,Réponse en fréquence: 50 - 20.000 Hz,Tweeter BMS,Dispersion pavillonnaire: 90° x 50°,Entrée et sortie Speaker Twist,Enceinte en contreplaqué épais de 15 mm,Montage sur pied 36 mm double inclinaison,3x points de montage aérien,Dimensions: 480 x 737 x 455 mm,Poids: 26,8 kg",4.4,4
Yamaha CBR10,            ,                128            ,    270,"Haut-parleur 10"" + 1"",Réponse en fréquence: 50 Hz - 20 kHz,Puissance: 700 Watt / 350 Watt (crête/programme),Impédance: 8 Ohm,SPL max: 123 dB,Entrée Speaker Twist,Dimensions: 308 x 493 x 289 mm,Poids: 9,4 kg,Housse disponible en option, article n°: ",4.9,9
Bose F1 Model 812 Passive B-Stock,            ,                42            ,    554,"Puissance: 300 Watt RMS / 1200 Watt crête,Impédance: 8 Ohm,SPL max: 125 dB,Réponse en fréquence: 56 - 16.000 Hz,Couverture verticale avec 100° par haut-parleur médiums/aigus,Dispersion homogène de 100° x 40°,Haut-parleur de 12"" et 8x haut-parleurs médiums/aigus 2,25"" avec pilote à forme d'onde pour une dispersion homogène,Montage sur pied 35 mm,Dimensions: 665 x 334 x 372 mm,Poids: 21,32 kg",,
FBT J15 J-Series,            ,                143            ,    325,"Enceinte 2 voies avec haut-parleurs B&C au néodyme 15"" et 1"",Puissance: 300 Watt RMS,Impédance: 8 Ohm,Réponse en fréquence: 50 - 20000 Hz,Dispersion: 90 ° x 60 °,Entrée et sortie Speaker Twist,2x M10 points de montage aérien,Œillet pour pied d'enceinte 35 mm,Dimensions: 410 x 663 x 387 mm,Poids: 14,7 kg,Boîtier en plastique noir",5,2
the box pro Mon P12,            ,                133            ,    255,"Montage coaxial,Puissance: 350 Watt RMS, 700 Watt crête,Impédance: 8 Ohm,Dispersion: 80° x 80°,SPL max: 124 dB,Réponse en fréquence: 50 Hz - 20 kHz,Entrée et sortie Speaker Twist,Œillet pour pied d'enceinte,Dimensions: 510 x 340 x 500 mm,Poids: 14 kg,Housse disponible en option, article n°: ",4.3,14
