name,observer,sell_rank,price,features,rating,nb_evaluation
RCF Art 312 MK IV,            ,                160            ,    318,"Puissance nominale : 300 Watt (RMS),Équipement : haut-parleur de grave de 12"" et pilote 1"" avec membrane en mylar de 1,5"",Impédance : 8 Ohm,Niveau maximum : 127 dB,Angle de dispersion : 90° x 70°,Entrée et sortie Speaker Twist,Enceinte en plastique,Peut également être utilisé comme moniteur,Montage sur pied,4x points de fixation M10,3 poignées,Dimensions (H x L x P) : 680 x 405 x 345 mm,Poids : 16 kg",5,1
Seeburg Acoustic Line A4,            ,                110            ,    777,"Puissance: 250 Watt sous 8 Ohm,SPL max: 123 dB,Entrée et sortie Speaker Twist,Dispersion: 90° x 60°,Dimensions: 52 x 32 x 30,6  cm,Poids: 13,2 kg",4.5,3
dB Technologies LVX P10 White,            ,                154            ,    243,"Haut-parleur de 10"" et tweeter 1"" avec pavillon rotatif,Dispersion : 90° x 70°,Puissance : 600 Watt,Impédance : 8 Ohm,Réponse en fréquence : 73 - 19.000 Hz,SPL max : 125 dB,Bride de trépied : 36mm,Angle position bain de pieds : 40°,Points de montage aérien : M8,Connecteurs Speakon,Dimensions (LxHxP) : 300 x 496 x 238 mm,Poids : 9,3 kg,Couleur : blanc",,
QSC E112,            ,                127            ,    564,"Équipement : haut-parleur 12"" avec bobine 3"" et tweeter 1"" avec bobine 1.75"",Puissance : 400 Watt (puissance continue) / 1600 Watt (puissance crête),Impédance nominale : 8 Ohm,Angle de dispersion : 85° conique,Réponse en fréquence (-10 dB) : 46 - 20 000 Hz,Niveau de pression acoustique Max (1 m) : 128 dB,Entrées : 2x Speaker Twist (1x sortie parallèle) et bornes de connexion avec borniers à vis,2x Brides de montage sur pied 35 mm (0° ou -10°),3 points de fixation M10 pour montage aérien,Enceinte en contreplaqué avec laque texturée noire résistante aux chocs,Dimensions (H x L x P) : 616 x 360 x 371 mm,Poids : 23 kg,Couleur : Noir,Housse E112 avec rembourrage de protection en nylon/cordura robuste, article n° : ,Équerre E112 de fixation en U pour montage vertical et horizontal : article n° : ",,
Turbosound TPX 122 M,            ,                135            ,    189,"With monitor slope,Equipment: 12"" Woofer and 1"" pressure chamber driver,Power: 250 W continuous, 1000 W peak,Identification pressure (1W / 1m): 97 dB,Maximum level: 121 dB,Impedance: 8 Ohms,Frequency range (± 3 dB): 75 Hz - 20 kHz,Input / Link: speaker twist,18 mm Press housing,35 mm Speaker flange,Black felt cover,Dimensions (H x W x D): 593 x 425 x 329 mm,Weight: 18.9 kg,Colour: Black",5,4
Seeburg Acoustic Line X 1,            ,                116            ,    739,"Système 2 voies de classe supérieure,Construction coaxiale,Configuration : 6,5"" + 1"" Néodyme,Puissance nominale : 200 Watt (AES),Impédance nominale : 8 Ohm,SPL Max : 120 dB,Réponse en fréquence : 80 Hz - 19 kHz (-6 dB),Pavillon rotatif,Angle de dispersion (nominal) : 90° x 60°,4 points de fixation M10,Boîtier multifonctions,Deux connecteurs Speaker Twist encastrés,Pas de bride pour pied,Dimensions : 310 x 200 x 220 mm (H x l x P),Poids : 5,5 kg,Couleur : noir",,
EV ELX200-12-W,            ,                119            ,    379,"Puissance : 1200 Wat crête,Angle de dispersion : 90° x 60°,Impédance : 8 Ohm,Réponse en fréquence : 51 Hz - 22 kHz,SPL max : 128 dB,3 points de suspension avec filetage M10,Connexions Dual NL4,Transducteur synchronisé,Peut être utilisé comme moniteur bain de pieds,Dimensions : 629 x 363 x 344 mm,Poids : 15,2 kg,Boîtier plastique,Couleur : blanc,Housse disponible en option, article n° : ,Support mural disponible en option, article n° : ",,
the box pro Achat 108 CX,            ,                97            ,    219,"Powerful coaxial neodymium speaker,8"" Mid / bass speakers and 1"" tweeter,Multifunctional housing,Power rating: 140 W @8 Ohm RMS, 560 W Peak Power,Impedance: 8 Ohm,Frequency range: 80 Hz to 20 kHz,Dispersion: 90° Radial,Black textured finish,Connectors: 2 x Speaker Twist NL4,Speaker stand flange mount,M10 Rigging points,Dimensions: 248 x 264 x 370 mm,Weight: 8 kg,Developed in Germany,Matching L-bracket: Art., (not included)",4.6,7
LD Systems Curv 500 S2 W,            ,                92            ,    218,"Convient pour système Curv 500,1 haut-parleur 4"" et 3 tweeters 1"",Dispersion: 110°,Impédance: 16 Ohm,Dimensions: 122 x 122 x 122 mm,Poids: 1,73 kg,Couleur: blanc,Ensemble de 2 pièces,Remarque: le mode autonome nécessite le  Curv 500 SLA Smartlinkadapter",5,5
the box pro MCX4 White,            ,                140            ,    77,"Équipement : Haut-parleur de 4"",Impédance : 16 Ohm,1 entrée Speaker Twist,1 sortie parallèle Speaker Twist,Dimensions : 170 x 120 x 120 mm,Poids : 2,2 kg,Couleur : blanc,Livré avec support mural et support réglable",4.5,1
the box pro Achat 206,            ,                6            ,    176,"Puissance: 250 Watt RMS - 1000 Watt crête,Réponse en fréquence: 70 Hz - 20 kHz,Impédance: 8 Ohm,SPL max: 122 dB,Dispersion: 90° x 90°,Connecteurs: 2x NL4 et borniers,Couleur: noir,Œillet pour pied d'enceinte 36 mm,Dimensions: 200 x 570 x 220 mm,Poids: 12 kg,Conçue en Allemagne,Housse disponible en option, article n°: ",4.7,63
dB Technologies LVX P8 White,            ,                103            ,    222,"Equipped with: 8"" and 1"" with rotating horn,Dispersion angle: 90° x 70°,Rated power: 400 watts,Impedance: 8 ohms,Frequency range: 74- 18,000 Hz,Maximum level: 122 dB,Also usable as a 40° monitor,36 mm Pole mount,M8 rigging points,Speakon connections,Dimensions: 255 x 426 x 258 mm,Weight: 8.1 kg,Colour: White",,
HK Audio Premium PR:O 12M,            ,                108            ,    344,"Puissance: 400W RMS, 800W crête,Impédance: 8 Ohm,Réponse en fréquence: 70 Hz - 19 kHz,SPL max: 128 dB, SPL nominal: 104 dB,Dispersion: 60° x 40°,Entrée et sortie Speaker Twist,2x poignées,Dimensions: 39 x 55,5 x 38 cm,Poids: 16 kg",4.6,14
EV ELX200-10-W,            ,                114            ,    339,"Puissance : 1200 Wat crête,Angle de dispersion : 90° x 60°,Impédance : 8 Ohm,Réponse en fréquence : 49 Hz - 22 kHz,SPL max : 127 dB,3 points de suspension avec filetage M10,Connexions Dual NL4,Transducteur synchronisé,Peut être utilisé comme moniteur bain de pieds,Dimensions : 531 x 330 x 319 mm,Poids : 13,4 kg,Boîtier plastique,Couleur : blanc,Housse disponible en option, article n° : ,Support mural disponible en option, article n° : ",,
Seeburg Acoustic Line X 8,            ,                112            ,    1.875,"Premium class 2-way system,Coaxial configuration,Speaker components: 15""/ 1.4"" Neodymium,Power: 600 watts (AES),Nominal impedance: 8 Ohm,Max. SPL (sound pressure level): 134 dB,Frequency range: 50 - 18,000 Hz (-6 dB),Horn can be rotated,Dispersion coverage (nominal): 80° x 60°,9 x M10 Mounting points,Multi-functional housing,2 x Recessed Speaker Twist connectors,35 mm Stand flange mount,Can be used with the Seeburg MultiRigg (Article Nr , - not included),Dimensions (H x W x D): 580 x 450 x 380 mm,Weight: 22.5 kg,Colour: Black",,
the box pro Achat 204,            ,                9            ,    109,"Puissance : 80 Watt RMS - 320 Watt crête,Impédance : 4 Ohm,SPL Max : 112 dB,Réponse en fréquence : 90 Hz - 20 kHz,Dispersion : 90° x 90°,Connectique : 2x Speaker Twist NL4 et borniers,Pas de vis 3/8"" en dessous,Dimensions : 172 x 142 x 360 mm,Poids : 3 kg,Finition: peinture texturée noire,Conçue en Allemagne,Support mural, article n°: ,Support de montage en U horizontal article n°: , et vertical ,Sac de transport, article n° : ",4.6,82
Fun Generation PL 112 P,            ,                142            ,    68,"Entrée et sortie Speaker Twist NL4,Puissance: 600 Watt crête,Impédance: 8 Ohm,SPL max: 114 dB,Réponse en fréquence: 90 Hz - 19 kHz,Dimensions (L×H×P): 375 × 585 × 295 mm,Poids: 9,8 kg",4.3,70
FBT HIMaxX 40,            ,                118            ,    529,"Puissance: 500 Watt RMS,Cabinet en plastique solide,Dimensions (LxHxP): 407 x 634 x 370 mm,Poids: 16 kg",4.9,3
the box PA M 12 ECO MKII,            ,                2            ,    79,"Puissance: 140 Watt RMS sous 8 Ohm,Puissance: 560 Watt crête sous 8 Ohm,Réponse en fréquence: 65 Hz - 15 kHz (±3 dB),SPL max: 113 dB,Dispersion: 90° x 90°,Entrée combo Speaker Twist/Jack,Sortie combo Speaker Twist/Jack pour enceinte additionnelle passive,Montage sur pied 36 mm,Dimensions: 361 x 500 x 365 mm,Poids: 12,5 kg,Housse optionnelle: ",4.5,246
Behringer B1520 Pro Eurolive,            ,                117            ,    321,"Puissance: 300W RMS - 1200W crête,Impédance: 8 Ohm,Pan biseauté pour application en bain de pieds,Dimensions: 465 x 700 x 482 mm,Poids: 27 kg,Housse disponible en option, article n°: ",4.5,32
Seeburg Acoustic Line A6,            ,                74            ,    1.035,"Puissance: 400W sous 8 Ohm,SPL max: 128 dB,Entrée et sortie en Speaker Twist,Dispersion: 90° x 60°,Dimensions: 61,5 x 36 x 42,5 cm,Poids: 16,8 kg",4.5,2
LD Systems Mix 10 G3,            ,                123            ,    248,"Enceinte esclave pour LD Systems Mix 10 A G3,Équipement: haut-parleur 10"" + tweeter 1"",Réponse en fréquence: 65 - 20 000 Hz,Capacité de charge: 200 Watts RMS, 400 Watts RMS,Niveau de pression acoustique limite: 121 dB SPL,Impédance: 4 Ohms,Angle de dispersion: 80 ° x 70 °,Entrée Speaker Twist,Dimensions: 315 x 489 x 307 mm,Poids: 10,8 kg,Housse disponible en option, article n°: ",,
LD Systems SAT 102 W G2,            ,                148            ,    278,"Haut-parleur 10"" et tweeter 1"",Dispersion: 80 ° x 60 °,Réponse en fréquence: 65 - 19 000 Hz,SPL Max: 118 dB,Puissance: 200 W / 400 W sous 8 Ohm,Connexions: borniers et Speker Twist,Enceinte MDF de 15 mm,Montage aérien: 4x M8, 4x M6 et 2x M10,Dimensions: 300 x 550 x 270 mm,Poids 12,2 kg,Couleur: blanc,Supports mural et de traverses disponibles en option",,
the box Pyrit 12,            ,                69            ,    222,"Equipped with: 12"", 1.7"" titanium compression driver,Power rating: 300 / 1200 Watt (RMS / peak),Impedance: 8 Ohm,Frequency range: 55 Hz - 20 kHz,Dispersion: 90° x 60°,Maximum SPL: 127 dB,Double stand flange mount (0° and 5° down),Built-in feet for use as monitor,M8 fly points,Dimensions: 368 x 630 x 349 mm,Weight: 20 kg",4.6,10
Fun Generation PL 110 P,            ,                124            ,    58,"Entrée et sortie Speaker Twist NL4,Puissance: 480 Watt crête,Impédance: 8 Ohm,SPL max: 109 dB,Réponse en fréquence: 80 Hz- 18 kHz,Dimensions (L×H×P): 310 × 495 × 250 mm,Poids: 5,6 kg",4.3,41
HK Audio L5 112 X Linear 5,            ,                138            ,    648,"Puissance: 500 W RMS - 1000 W programme - 2000 W crête,Impédance: 8 Ohm,Réponse en fréquence: 100 - 18.000 Hz,SPL max: 129 dB,2x connecteurs Speaker Twist NL4,Dispersion: 60° x 40°,Montage aérien M8 (x3),Pan biseauté pour utilisation en bain de pieds,2 poignées,Dimensions (LxHxP): 370 x 668 x 365 cm,Poids: 19,5 kg",4.7,2
the box pro Achat 208 HL,            ,                106            ,    572,"Puissance: 400 Watt RMS / 1600 Watt crête,Impédance: 16 Ohm,SLP max: 136 dB,Dispersion: 60° x 40°,2x Speaker Twist NL4,Montage aérien M10,Dimensions: 435 x 670 x 475 mm,Poids: 30 kg,Couleur: noir,Adaptateur pour montage sur pied disponible en option, article n°: ,Housse disponible en option, article n°: ",5,4
LD Systems SAT 42 W G2 Pair,            ,                95            ,    177,"Puissance: 60/100W (RMS/ crête),Réponse en fréquence: 75 - 20.000 Hz,Impédance: 16 Ohm,SPL max: 103 dB,Dimensions: 140 x 230 x 125 mm,Poids: 3 kg,Couleur: blanc,Supports de montage mural inclus,Prix pour une paire",4.6,4
the box PA108 Bundle,            ,                52            ,    94,"Enceinte large bande passive 2 voies 8"",100W,8 Ohm,Réponse en fréquence: 65 - 18.000 Hz (±3 dB),SPL: 92dB (1W/1m),Dispersion: 90º x 60º,Dimensions: 277 x 400 x 257 mm,Poids: 6,5 kg!,Housse optionnelle article nº: ,Support mural en U pour enceinte,Pour enceinte PA 108 et 108A,Livré sans les vis,Crochets pour barre disponibles en option, articles n° , ou ",4.1,15
LD Systems ICOA 15,            ,                96            ,    298,"Application verticale ou horizontale grâce à la construction coaxiale avec pavillon rotatif,Optimisé BEM (breveté),Entrée et sortie Speaker-Twist,4 poignées,Tweeter 1"",Puissance : 250 Watt RMS, 1000 Watt crête,Impédance : 8 Ohm,Réponse en fréquence : 48 - 20000 Hz,Angle de couverture : 90° x 50°,SPL Max : 125 dB,2x brides  de support 36 mm (0° et 5°),Angle du moniteur : 55°,6 x points de montage aérien  M10,Dimensions (LxHxP) : 416 x 695 x 415 mm,Poids : 24,7 kg,Couleur : noir,Housse disponible en option, article n° : , (non fournie)",5,2
EV ELX 112 Cover Bundle,            ,                57            ,    298,,4.4,11
the box pro Achat 804 MKII WH,            ,                109            ,    389,"Puissance: 300 Watt RMS - 1200 Watt crête,Impédance: 4 Ohm,Réponse en fréquence: 60 Hz -20 kHz,Dispersion: 150° x 30°,2x connecteurs Speaker Twist NL4 et borniers,Finition: blanche,Dimensions: 144 x 166 x 692 mm,Poids: 8 kg,Support de montage mural disponible en option, article n°: ,Adaptateur pour montage sur pied d'enceinte, article n°: ,Housse de protection (couleur noire) disponible en option, article n°: ",4.8,6
dB Technologies LVX P8,            ,                86            ,    217,"Haut-parleur de 8"" et tweeter 1"" avec pavillon rotatif,Dispersion : 90° x 70°,Puissance : 400 Watt,Impédance : 8 Ohm,Réponse en fréquence : 73 - 19.000 Hz,SPL max : 122 dB,Bride de trépied : 36mm,Angle position bain de pieds : 40°,Points de montage aérien : M8,Connecteurs Speaker Twist,Dimensions (LxHxP): 255 x 426 x 258 mm,Poids : 8,1 kg,Couleur : noir",3.7,3
the box PA 302,            ,                65            ,    178,"Haut-parleurs : woofer de 12"" et pavillon avec haut-parleur en titane de 44 mm,Puissance nominale : 300 Watt RMS (600 Watt crête),Impédance : 8 Ohm,Angle de dispersion (pavillon) : 55° x 55°-100° (VCD),Niveau maximal : 121 dB,Gamme de fréquence : 40 - 20 000 Hz,Entrée/sortie : Speaker Twist,Montage sur trépied,3 points de montage aérien avec filetage M8 sur la face supérieure,Matériau du boîtier : Plastique (PP),Couleur : Noir,Dimensions (H x L x P) : 61,5 x 42 x 39 cm,Poids : 18,6 kg,Livré avec pieds de moniteur (Article n°: ,) pour l'utilisation de l'enceinte comme moniteur au sol,Housse de protection appropriée, Article n°: , (non fournie)",4.6,162
HK Audio L5 LTS,            ,                94            ,    1.298,"Puissance: 600 Watt RMS, 1200 Watt programme, 2400 Watt crête,Impédance: 8 Ohm,SPL max: 133 dB,Réponse en fréquence: 100 Hz - 20 kHz,Entrée Speaker Twist,3 haut-parleurs médiums / aigus 8"" et 1 tweeter 1"",Dispersion pavillonnaire: 60° x 5° / - 25° MCT,7 points de montage aérien M8,Dimensions (LxHxP): 44 x 68 x 46,1 cm,Poids: 26,4 kg,Housse HK Audio Cover L5 LTS A, article n°: ,Support d'inclinaison, articles n°: ,389906#,Extension de support inclinable: ,Montage aérien (Pick-Point) ,, AP-8 ",4.7,3
Behringer VP1520,            ,                72            ,    180,"Equipped with: 15"" + 1.75 titanium tweeter,Rated power: 250 W continuos, 1000 W peak power,SPL: 94 dB 1 W @ 1m,Impedance: 8 Ohm,Frequency range: 50 Hz - 22 kHz,Dispersion: 80 x 50°,Inputs: Speaker Twist and 6.3 mm jack,Dimensions: 455 x 685 x 465 mm,Weight: 22.6 kg,Suitable protection cover available under Art.",4.4,21
the box PA 110,            ,                50            ,    138,"Puissance: 250W RMS,Impédance: 8 Ohm,Réponse en fréquence: 55 - 18.000 Hz (+/-3 dB),Entrée / sortie Speaker Twist,Dispersion pavillonnaire 90º x 60º,Dimensions: 321 x 464 x 321 mm,Poids: 12,7 kg,Housse optionnelle article nº: ",4.4,56
LD Systems SAT 262 G2,            ,                113            ,    265,"2x haut-parleurs 6,5"" et tweeter 1"",Dispersion: 80 ° x 60 °,Réponse en fréquence: 65 - 19 000 Hz,SPL Max: 116 dB,Puissance: 180 W / 360 W sous 8 Ohm,Connexions: borniers et Speker Twist,Enceinte MDF de 12 mm,Montage aérien: 4x M8, 4x M6 et 2x M10,Dimensions: 200 x 630 x 205 mm,Poids: 9,8 kg,Couleur: noir,Supports mural et de traverses disponibles en option",,
LD Systems SAT 262 G2 W,            ,                125            ,    265,"2x haut-parleurs 6,5"" et tweeter 1"",Dispersion: 80 ° x 60 °,Réponse en fréquence: 65 - 19 000 Hz,SPL Max: 116 dB,Puissance: 180 W / 360 W sous 8 Ohm,Connexions: borniers et Speker Twist,Enceinte MDF de 12 mm,Montage aérien: 4x M8, 4x M6 et 2x M10,Dimensions: 200 x 630 x 205 mm,Poids: 9,8 kg,Couleur: blanc,Supports mural et de traverses disponibles en option",,
the box pro Achat 104 WH,            ,                17            ,    58,"Equipped with: 4"" Bass and 1"" fabric dome tweeter,Power rating: 40 W RMS / 160 W peak,Impedance: 8 Ohm,109 dB max,Frequency range: 100 Hz - 20 kHz,Dispersion: 90° x 90°,Connectors: 2 x NL4 and screw terminal block,White textured lacquer,Dimensions: 144 x 146 x 214 mm,Weight: 2.5 kg,Colour: White,Developed in Germany,Compatible wall mount: Art. , (not included),Also suitable for micro tripod with optional art. ",4.6,19
Behringer VP1220F,            ,                100            ,    159,"Puissance: 200 Watt continu, 800 Watt crête,Impédance: 8 Ohm,SPL max: 93 dB,Réponse en fréquence: 55 Hz - 22 kHz,Dispersion: 80º x 50º,Entrée jack ou Speaker Twist,Dimensions: 440 x 430 x 575 mm,Poids: 16,2 kg,Housse disponible en option, article n°: ",4.4,17
Behringer VP1220,            ,                55            ,    156,"Puissance: 200 Watt continu, 800 Watt crête,Impédance: 8 Ohm,SPL max: 93 dB,Réponse en fréquence: 55 Hz - 22 kHz,Dispersion: 80º x 50º,Entrée jack ou Speaker Twist,Dimensions: 370 x 600 x 430 mm,Poids: 17,9 kg,Housse en option disponible, article n°: ",4.4,24
the box pro Mon P10,            ,                91            ,    211,"Montage coaxial 10"" + 1"",Puissance: 250 Watt RMS, 500 Watt crête,Impédance: 8 Ohm,Dispersion: 80° x 80°,SPL max: 123 dB,Réponse en fréquence: 60 Hz - 20 kHz,Entrée et sortie Speaker Twist,Œillet pour pied d'enceinte,Dimensions: 300 x 480 x 420 mm,Poids: 10 kg,Housse disponible en option, article n°: ",4.7,13
the box pro Achat 112,            ,                83            ,    689,"Components: 12 ""bass, and 1.4"" tweeter,Resilience: 350W / 8 ohms RMS, 1400W / 8 ohms Peak Power,SPL 104dB / (1W / 1m),135 dB / peak,Frequency range: 63 Hz - 17 kHz (-10 dB),Dispersion 55 ° x 40 ° (H x V, nominal),Textured black paint,Connectors: 2x NL4 (1/1),High stand flange mount,Aeroquip rail on top,Anchorage point on the back,Dimensions: 55 cm x 60 cm x 68 cm (WxHxD),Weight: 43.0 kg,Otional: Suitable roles available, article ,Optional: Suitable cover available, article ,Developed in Germany",4.8,11
LD Systems Stinger 12 G3,            ,                53            ,    388,"Possibilité de bain de pieds,Puissance: 400 Watt RMS (800 Watt crête),SPL max: 125 dB,Réponse en fréquence: 58 - 20.000 Hz,Tweeter BMS,Dispersion pavillonnaire: 90° x 50°,Entrée et sortie Speaker Twist,Enceinte en contreplaqué épais de 12 mm,Montage sur pied 36 mm double inclinaison,3x points de montage aérien,Dimensions: 390 x 627 x 377 mm,Poids: 19,4 kg,Housse disponible en option, article n° : , (non fournie)",4.7,5
LD Systems ICOA 12,            ,                136            ,    265,"Application verticale ou horizontale grâce à la construction coaxiale avec pavillon rotatif,Optimisé BEM (breveté),Entrée et sortie Speaker-Twist,4 poignées,Tweeter 1"",Puissance : 250 Watt RMS, 1000 Watt crête,Impédance : 8 Ohm,Réponse en fréquence : 55 - 20000 Hz,Angle de couverture : 90° x 50°,SPL Max : 123 dB,2x brides  de support 36 mm (0° et 5°),Angle du moniteur : 55°,6 x points de montage aérien  M10,Dimensions (LxHxP) : 375 x 635 x 396 mm,Poids : 19,8 kg,Couleur : noir,Housse disponible en option, article n° : , (non fournie)",5,1
the box PA 108,            ,                25            ,    88,"100W,8 Ohm,Réponse en fréquence: 65 - 18.000 Hz (±3 dB),SPL: 92dB (1W/1m),Dispersion: 90º x 60º,Dimensions: 277 x 400 x 257 mm,Poids: 6,5 kg!,Housse optionnelle article nº: ",4.5,63
JBL JRX 212 Bundle,            ,                88            ,    199,"Enceinte large bande passive 2 voies 12"" + 1"",Puissance : 250 Watt RMS, 1000 Watt crête,Impédance : 8 Ohm,Réponse en fréquence : 60 Hz - 20 kHz,SPL Max : 128 dB,Entrée Speaker Twist et Jack,Double œillet pour pied d'enceinte,Dimensions : 584 x 399 x 325 mm,Poids : 19,5 kg,Pied d'enceinte,En acier,Vis de blocage et goupille de sécurité,Pour enceinte avec embase de 35 mm,Supporte une charge centrée max. de 22 kg,Hauteur réglable de 1,20 à 1,80 m,Poids: 2,4 kg,Housse adaptée optionnelle non-fournie (N° d'article ,)",,
LD Systems SAT 102 G2,            ,                126            ,    278,"Haut-parleur 10"" et tweeter 1"",Dispersion: 80 ° x 60 °,Réponse en fréquence: 65 - 19 000 Hz,SPL Max: 118 dB,Puissance: 200 W / 400 W sous 8 Ohm,Connexions: borniers et Speker Twist,Enceinte MDF de 15 mm,Montage aérien: 4x M8, 4x M6 et 2x M10,Dimensions: 300 x 550 x 270 mm,Poids 12,2 kg,Couleur: noir,Supports mural et de traverses disponibles en option",,
LD Systems Curv 500 D Sat,            ,                134            ,    218,"Deux satellites standard Curv 500 dans un seul boîtier,Compatible avec tous les systèmes CURV 500,Parfait pour les arrangements en Array avec les satellites standards curv,Equipé de: 2x haut-parleurs 4"" et de 6x tweeters 1"",Angle de faisceau: 110 ° x 5 ° (par satellite),Impédance: 8 Ohms,Dimensions: 122 x 240 x 126 mm,Poids: 3,3 kg,Couleur: noir",,
EV ELX200-15,            ,                105            ,    419,"Capacité de charge: 1200 Watt crête,Angle de dispersion: 90 ° x 60 °,Impédance: 8 Ohms,Réponse en fréquence: 52 - 19000 Hz,Niveau maximum: 130 dB,3x points de montage aérien avec filetage M10,Connexions Dual NL4,Transducteur de signal synchronisé,Possibilité d'utiliser l'enceinte comme moniteur de retour au sol,Enceinte en plastique,Dimensions: 710 x 423 x 384 mm,Poids: 18,7 kg,Couleur: noir,Housse adaptée disponible en option, article n°: ,Support mural adapté disponible en option, article n°: ",5,1
dB Technologies LVX P12,            ,                70            ,    299,"Haut-parleur de 12"" et tweeter 1"" avec pavillon orientable,Dispersion : 90° x 60°,Puissance : 800 Watt @ 8 Ohm,Réponse en fréquence : 65 - 21.000 Hz,SPL max : 127 dB,Bride de trépied : 36mm,Angle position bain de pieds : 40°,Points de montage aérien : M8,Connecteurs Speaker Twist,Résiste aux intempéries,Dimensions : 360 x 610 x 360 mm,Poids : 15,1 kg,Couleur : noir,Housse disponible en option, article n° : , (non fournie)",5,3
LD Systems Mix 6 G3,            ,                87            ,    98,"Haut-parleurs: woofer de 6,5"" et tweeter de 1"",Réponse en fréquence: 80 - 20 000 Hz,Puissance admissible: 70 Watts RMS / 280 Watts crête,Niveau maximum: 117 dB,Angle de dispersion: 80 ° x 70 °,Entrée: 1x jack 6,3 mm,Montage pour trépied avec 2x brides de 16 millimètres,Convient pour une installation verticale et horizontale,Dimensions: 214 x 323 x 221 mm,Poids: 4,4 kg,Idéale comme enceinte esclave pour enceinte active, article n°: , (non fournie dans la livraison)",4,10
EV Zx1i-90 White,            ,                84            ,    444,"Puissance: 200W RMS, 400W crête,Dispersion: 90° x 50°,Entrée sortie borniers,Support de montage mural inclus,Dimensions: 451 x 282 x 263 mm,Poids: 8,4 kg,Couleur: blanche",4.7,7
EV Zx3-90B,            ,                81            ,    808,"Haut-parleur DVX3121 et tweeter ND2,Puissance: 600W RMS - 2400W crête,Impédance: 8 Ohm,Dispersion: 90° x 50°,Entrée et sortie Speaker Twist,Œillet pour pied d'enceinte,En polypropylène noir,3x attaches aériennes,Dimensions: 613 x 397 x 362 mm,Poids: 19,8 kg",4.9,3
the box pro Achat 804 MKII,            ,                77            ,    379,"Équipement : 8x haut-parleurs de 4"" pour les basses et twiter 1"" BMS line driver,Line source housing (colonne),Puissance nominale : 300 Watt RMS / 1200 Watt crête,Impédance : 4 Ohm,Pression sonore : 124 dB Max,Réponse en fréquence : 60 Hz - 20 kHz,Dispersion : 150° x 30°,Connexions : 2 x Speaker Twist NL4 et borniers,Couleur : noir texturé,Dimensions (L x H x P) : 164 x 1138 x 233 mm,Poids : 16,7 kg,Conçue en Allemagne,Support de montage mural disponible en option, article n°: ,Adaptateur pour montage sur pied d'enceinte, article n°: ,Housse de protection disponible en option, article n°: ",4.6,27
EV ELX 115 Cover Bundle,            ,                19            ,    378,"Enceinte large bande passive 2 voies 15"" + 1,5"",Puissance: 400 Watt RMS / 1600 Watt crête,Réponse en fréquence: 50 - 20.000 Hz,SPL Max: 134 dB,Impédance: 8 Ohm,Dispersion: 90º x 50º,Œillet pour pied d'enceinte,Dimensions: 708 x 432 x 382 mm,Poids: 23 kg,Housse disponible en option, article n°: ,Housse de protection,Pour EV ELX 115 et ELX 115P,Résiste aux projections d'eau,En nylon de haute qualité,Fabriqué en Allemagne",4.9,16
the box pro Achat 208 HR,            ,                101            ,    569,"Puissance: 400W RMS / 1600W crête,Impédance: 16 Ohm,SLP max: 136 dB,Dispersion: 60° x 40°,2x Speaker Twist NL4,Montage aérien M10,Dimensions: 435 x 670 x 475 mm,Poids: 30 kg,Couleur: noir,Adaptateur pour montage sur pied disponible en option, article n°: ,Housse disponible en option, article n°: ",5,7
the box PA 15 ECO MKII,            ,                73            ,    108,"Puissance: 200 Watt musical, 800 Watt crête,Impédance: 8 Ohm,Réponse en fréquence: 70 Hz -  15 kHz,SPL max: 115 dB,Dispersion: 90º x 90º,Entrée et sortie combo Speaker Twist / jack 6,3 mm,Dimensions: 447 x 350 x 595 mm,Poids: 17,5 kg,Housse optionnelle, article nº: ",4.5,261
Fun Generation PL 108 P,            ,                107            ,    48,"Entrée et sortie Speaker Twist NL4,Puissance: 320 Watt crête,Impédance: 8 Ohm,SPL max: 107 dB,Réponse en fréquence: 90 Hz- 18 kHz,Dimensions (L×H×P): 245 × 390 × 195 mm,Poids: 3,8 kg",4.5,41
the box pro Achat 404 MKII WH,            ,                64            ,    315,"Puissance: 150 Watt RMS - 600 Watt crête,Impédance: 8 Ohm,Réponse en fréquence: 160 Hz - 20 kHz,SPL: 109 dB, Max: 115 dB (crête),Dispersion: 150° x 30°,Œillet pour pied d'enceinte 35 mm,Connectique: 2x Speaker Twist NL4 et borniers,Finition: blanche,Dimensions: 144 x 166 x 692 mm,Poids: 8 kg,Support de montage mural disponible en option, article n°: ,Housse de protection (noire) vendue séparément, article n°: ,Conçue en Allemagne",4.7,4
dB Technologies LVX P12 White,            ,                67            ,    311,"Haut-parleur de 12"" et tweeter 1"" avec pavillon rotatif,Dispersion : 90° x 60°,Puissance : 800 Watt,Impédance : 8 Ohm,Réponse en fréquence : 65 - 21.000 Hz,SPL max : 127 dB,Bride de trépied : 36mm,Angle position bain de pieds : 40°,Points de montage aérien : M8,Connecteurs Speakon,Dimensions (LxHxP) : 360 x 610 x 360 mm,Poids : 15,1 kg,Couleur : blanc",4,1
